,Review,Predicted Sentiment,Positive %,Neutral %,Negative %
7164,use sodastream make flavored seltzer water tastes much better sodastreams brand ...,Positive,67.4%,30.7%,1.9%
7165,okay love stuff great use numerous dishes flavor enhancer writing review people ...,Positive,71.2%,11.0%,17.9%
7166,spend lot money conditioner want also get wellformulated conditioners reasonable...,Positive,70.8%,22.6%,6.6%
7167,coffee good n rich never bitter smooth delicious tast geting ready order cant ge...,Neutral,26.5%,47.8%,25.7%
7168,tea wonderfulvery soothing tried one box jewel loved much ordered case amazon sa...,Negative,42.7%,10.9%,46.4%
7169,hard find something german shepherd enjoy time occupy two minutes hooves ticket ...,Negative,20.2%,31.9%,47.9%
7170,ive tried raw canned dry accept home made yet find healthy processed food dogs l...,Neutral,22.7%,70.3%,7.1%
7171,let preface saying purchased local health food store dollar less pleasantly surp...,Positive,50.3%,28.8%,20.9%
7172,favorite candy bar always easy find us far know available japan box arrived forw...,Positive,67.4%,20.4%,12.2%
7173,crystal light margaritaflavored mocktail yielded interesting reactions housebr b...,Positive,65.1%,16.7%,18.2%
7174,want tea biscuit know say cookie look british mcvities digestivesbr addictive st...,Neutral,26.9%,50.1%,23.1%
7175,inside cookies tasted like fudgetown cookies grew whole family enjoyed wish opti...,Negative,8.7%,3.5%,87.8%
7176,fan artificial sweeteners product really isnt bad really isnt taste intense thou...,Neutral,23.2%,52.2%,24.6%
7177,looking healthier oil cook corn mixed vegetable oils try product husband read be...,Neutral,31.2%,66.3%,2.5%
7178,really cute boyfriend love also easy plant take care...,Positive,37.4%,37.2%,25.4%
7179,best dogs love make teeth super white thanks...,Positive,64.0%,27.5%,8.5%
7180,great treats tear one small pieces training lb week puggle problem treats dry qu...,Neutral,22.0%,65.2%,12.9%
7181,cat rescue plus cats care given time buying innova dry cat food cats years cats ...,Neutral,8.8%,62.3%,28.9%
7182,chew dog eatthey clean leave brown baste stains carpetkeeps pups breath fresh...,Negative,44.2%,6.6%,49.2%
7183,crystal light mocktails fantastic summery treats grown ups many sugar free flavo...,Negative,7.3%,25.7%,67.0%
7184,fabulous tastes great real gluten free taste things kids loved also smaller side...,Neutral,22.9%,52.6%,24.4%
7185,favorite glutenfree cookies tried lot brands say...,Neutral,3.7%,53.8%,42.5%
7186,love variety choices get keurig another fine example family tends towards darker...,Negative,19.9%,37.0%,43.2%
7187,good product loved would highly recommend anyone plan ordering...,Negative,16.5%,4.7%,78.8%
7188,feeding cats newmans organics organic beef liver years health better whenever go...,Positive,40.3%,35.2%,24.5%
7189,ordered frontier brand recieve brand packaging totally different shipping outrag...,Neutral,10.3%,62.5%,27.1%
7190,allaround great movie like comedyhorror alec baldwin great michael keaton awesom...,Positive,60.0%,1.8%,38.2%
7191,delivery extremely quick packaging fine suck honey almonds even taste pretty goo...,Positive,59.4%,12.8%,27.7%
7192,got last week yummybr soak juice overnight put smoothiesbr mix yogurt...,Neutral,17.5%,78.9%,3.5%
7193,perhaps worst bottle wine ive ever im even sure would cook thin body transparent...,Positive,89.8%,1.1%,9.0%
7194,dogs would eat time always come time eat one seem come faster usually feed benef...,Negative,24.2%,25.8%,50.0%
7195,seeds turn puffy expand soak water added drinks texture slight licorice flavor n...,Neutral,14.2%,65.1%,20.8%
7196,beginning feel gopher mocking used several boxes gopher gassers used successfull...,Positive,52.9%,19.4%,27.7%
7197,ive ordered raw organic almond butter none compare taste brand good would recomm...,Neutral,24.1%,67.3%,8.6%
7198,dog started developing signs allergy last year nothing overt noticable skin twit...,Neutral,29.0%,67.4%,3.6%
7199,first tried cereal orlando really good two years later bought publix florida vac...,Positive,48.3%,24.8%,26.9%
7200,like spicy like spicy enjoyed theyre also crunchy kettlecooked chips...,Neutral,25.5%,48.8%,25.7%
7201,discovered months ago eat breakfast everyday nutrition info good taste...,Positive,60.3%,25.2%,14.6%
7202,love use pretzels decorate give friends family holidays recently bought cases bo...,Positive,74.4%,16.6%,8.9%
7203,children love happy baby organics wish selection amazon tried food try everythin...,Neutral,4.8%,69.3%,26.0%
7204,thought package cocoa enough receive good chocolate taste marshmallows gave addi...,Negative,18.3%,20.2%,61.5%
7205,foster dogs animal rescue dont dogs yet tend take dogs dont get along animals wo...,Negative,27.3%,26.5%,46.3%
7206,last month paid subscribe save whatbr br guess dont want business...,Positive,43.7%,21.6%,34.7%
7207,shipping paid four fifty lb although popcorn larger size tough flavorless wasted...,Positive,84.2%,4.5%,11.3%
7208,discovered coffee volunteering trip costa rica summer never looked backbr br wen...,Negative,44.3%,0.1%,55.5%
7209,tasty simple everyone loves bite make ugly one justify trying...,Neutral,24.7%,69.0%,6.3%
7210,expresso machine horrible last machine belonged parents gifted lasted years made...,Negative,44.1%,10.9%,45.0%
7211,quinoa fantastic whole grain complete protein delicious love cereal unable eat w...,Neutral,22.1%,71.2%,6.8%
7212,great price dont bake long wont runny lava center quick easy comes little pans...,Neutral,7.6%,87.1%,5.3%
7213,ordered son subscribe save lot cheaper going buying store seen lot reviews peopl...,Positive,73.0%,15.6%,11.4%
7214,tea warm spicy coconut overwhelming favorite tea...,Positive,56.2%,26.3%,17.5%
7215,went looking nut roasted crunchy bars ran across flavor apply crisp disappoint t...,Neutral,9.7%,49.7%,40.7%
7216,bought similac adavance early shield bjs tonight br amazon ozbr bjs ozbr br prem...,Positive,56.1%,25.2%,18.7%
7217,use coffee preworkout energy boost two ounce cups equal exchange job nicely used...,Negative,16.2%,28.0%,55.8%
7218,first larabar product tried awful bar smelled tasted like vicks vaporub exactly ...,Negative,25.3%,13.9%,60.8%
7219,title review says great depth flavor full robust coffee somewhat annoying aftert...,Negative,26.6%,7.9%,65.5%
7220,love pamelas products product awesome products ordered pamelas baking mix bread ...,Negative,6.1%,34.1%,59.9%
7221,cat loved dry version spots stew sick uti purchased hopes adding additional flui...,Positive,60.3%,13.1%,26.6%
7222,greatly appreciate speed delivery quality alfalfa sprouts purchased excellent co...,Negative,2.0%,26.1%,71.9%
7223,like crunchy snacks im eating low carb doctor advises helps fill popcorn spot li...,Negative,28.6%,23.6%,47.8%
7224,husband absolutely loves mix easy quick prepare need brown little chicken pan ad...,Positive,37.5%,34.5%,27.9%
7225,little wary ordering jerky internet since never tried brand worry buffalo jerky ...,Negative,30.2%,16.9%,52.8%
7226,grits addict arent going like grits get favorite soul food restaurant south sati...,Neutral,29.6%,45.0%,25.4%
7227,really like black raspberry alot personally like mix fruit juice almost flavor f...,Negative,15.5%,6.3%,78.1%
7228,low cal added ingredients great weight gain prone dogs dog kidney disease treat ...,Negative,5.6%,7.6%,86.8%
7229,great dog needed take medicine xday month getting take pills hard pill pockets s...,Negative,29.7%,8.6%,61.6%
7230,pet sitting recently dog sitting treat pouch loved tried dogs dogs quite wellbeh...,Neutral,43.7%,55.5%,0.8%
7231,tried quite kcup products one left longing something else kind burnt taste tried...,Neutral,8.6%,63.2%,28.3%
7232,goodnot bad worth price used base added shrimp flavor...,Negative,1.8%,20.6%,77.6%
7233,received good assortment belly flops bag odd shapes satisfied would order...,Neutral,1.2%,78.5%,20.3%
7234,wow finally specialty baking business offering wholesome whole grain cookies bre...,Positive,66.9%,11.2%,21.9%
7235,shopping sugarfree cookies suggested sugarfree cookies selected unfortunately im...,Neutral,42.2%,43.5%,14.3%
7236,unfortunately found cafe escapes excessively sweet strange aftertaste actually t...,Positive,46.3%,34.4%,19.2%
7237,dont like flavored coffee saw review cinnamon flavor weak decided thats worth tr...,Negative,4.1%,12.5%,83.4%
7238,absolutely love ginger snaps love cookies loved overall flavor strong ginger tas...,Negative,28.6%,21.8%,49.5%
7239,love juice veggies added sugar easy use reuse bottle fabulous wish werent bottle...,Neutral,33.5%,42.7%,23.8%
7240,used like coconut water thailand fresh one sliced open could barely put years la...,Positive,57.5%,20.1%,22.4%
7241,paradise perfect word coffee absolutely delicious coffee exquisite chocolate fla...,Neutral,38.5%,46.8%,14.6%
7242,needed make cake family coming visit gluten free wonderful great texture flavor ...,Neutral,34.6%,63.5%,2.0%
7243,one must know dieters tea helps mostly moving bowels along careful first unpleas...,Positive,74.8%,3.7%,21.5%
7244,popchips best potato chips ever hands bbq flavor strong tangy calories fat low f...,Positive,60.9%,15.5%,23.6%
7245,two australian shepards one mini one full size love hextra chews full size aussi...,Negative,42.9%,9.9%,47.2%
7246,dog loves treats lite buying last years...,Negative,22.9%,11.7%,65.4%
7247,arrived fast great product exactly stated would buy probably need blooms plants ...,Neutral,19.0%,40.9%,40.1%
7248,enjoyed bought using kindle special offer really became fan tea brews deep rich ...,Neutral,13.6%,57.6%,28.8%
7249,one cup day really decreases night sweats im amazement much helpsbr br taste isn...,Positive,62.1%,11.5%,26.4%
7250,linden honey fine texture unique sweetness added aftertaste works great tea frui...,Positive,79.8%,0.0%,20.2%
7251,lived age without ever trying things im almost angry passing store many times th...,Neutral,29.5%,68.9%,1.6%
7252,never without darjeeling tea nice mild tea tastes good hot iced new loose tea li...,Positive,44.0%,29.4%,26.6%
7253,great first finger foodsnack much easier child dissolve mouth gerber brand sure ...,Neutral,8.5%,83.3%,8.2%
7254,denialthis product amount sugar regular soda cane beet corn fruitits sugar human...,Positive,44.1%,27.4%,28.4%
7255,huge fan brand chai brands tasted compare question regarding productpackage flav...,Positive,62.8%,27.6%,9.6%
7256,husband enjoy peanut crunch nature valley hard find stores area new port richey ...,Positive,47.2%,24.0%,28.8%
7257,got dog allergies chicken products gone well...,Negative,6.3%,4.8%,88.9%
7258,tea outstandinga little sweetner splash milk like hot chocolateyummy good price ...,Neutral,36.0%,37.1%,26.9%
7259,purchased reading many reviews use face chest hands first application dramatic f...,Positive,60.9%,24.7%,14.4%
7260,amazons price better local stores golden organic meal nicer color regular flaxse...,Neutral,5.9%,69.1%,25.0%
7261,wish hersheys would make year long goes bad fast one time bulk purchase love...,Positive,85.4%,10.7%,3.8%
7262,pieces longbr br eating one string candy overwhelms tongue quickly comparison tw...,Neutral,13.1%,57.7%,29.2%
7263,bought thought ordered maximatic popcorn machine huge hit friends family another...,Positive,52.0%,29.1%,18.9%
7264,ordering coffee amazon forever never received loose brown paper bag many seem li...,Negative,7.9%,35.4%,56.7%
7265,makes great alternative times want something refreshing beer perfect size oz sug...,Positive,36.1%,33.7%,30.2%
7266,used hate salad met dressing years ago tried dressing first time since enjoying ...,Negative,8.8%,21.2%,70.1%
7267,like stash tea find consistently delivers good quality great tasting tea fusion ...,Negative,3.6%,47.6%,48.7%
7268,watch mouthbr br simply one best things ever eaten healthy organic blue corn chi...,Neutral,17.4%,70.2%,12.4%
7269,ordered candies first time hooked hint rose flavor overwhelming really enjoy hig...,Neutral,26.9%,70.7%,2.4%
7270,superb taste love organic nature chemicals unnatural ingredients protein drinks ...,Neutral,10.8%,59.0%,30.2%
7271,calories per cup rich chocolate taste best buy also zero cholesterol cant beat...,Neutral,1.9%,86.5%,11.6%
7272,called calorie sweetener indeed calories according splenda website one cup splen...,Negative,9.2%,27.8%,63.0%
7273,unbeatable little tool making shredded green papaya salad use shred many differe...,Negative,33.5%,11.7%,54.7%
7274,love water placebo effect truth phsorry im skepticthis stuff makes feel fantasti...,Neutral,23.9%,51.5%,24.6%
7275,good syrup nd favorite medium sweetness compared ive tried typically dont like t...,Neutral,1.5%,89.3%,9.3%
7276,opened box aroma coffee permeated room wonderful way love taste coffee smooth fl...,Positive,84.5%,11.5%,4.1%
7277,used get leg foot cramps hot room yoga drink one two zico waters yoga never get ...,Neutral,25.7%,57.3%,17.0%
7278,love coconut oil use everyday cookingbr slight coconut taste scent might bother ...,Neutral,19.5%,62.1%,18.5%
7279,ordered arrive husbands anniversary came day packaged well healthy package opene...,Negative,22.0%,34.4%,43.7%
7280,smooth pleasant taste spicy tingly could last longer though full sugar chemical ...,Negative,21.5%,6.8%,71.7%
7281,always loved product taste great shipping cost expensive alot cheaper going stor...,Positive,46.5%,26.2%,27.3%
7282,arent many flavored decaf coffees decided try one good ill probably order...,Neutral,25.4%,53.3%,21.3%
7283,vet introduced pepper leantreats one vet recommends sensitive stomachs pepper lo...,Neutral,39.7%,42.6%,17.7%
7284,bought couple bags back intended use sambar soup south indian breakfast soup usi...,Neutral,26.4%,54.5%,19.1%
7285,pruneplum poppyseed apricot fillings requested arrived within days could bake ru...,Neutral,21.4%,52.4%,26.2%
7286,everyone loved treats basket perfect balance cheese meats crackers sweets would ...,Negative,36.9%,6.3%,56.8%
7287,milk supply issues since day baby born part due pcos hypothyroidism lactation co...,Positive,40.2%,27.1%,32.7%
7288,ordered case sardines amazon grocery last month didnt travel well box arrived so...,Negative,35.2%,10.6%,54.2%
7289,ordered cannot tell description getting surely im paying four bags popcorn need ...,Neutral,23.6%,65.9%,10.5%
7290,dont generally go chocolate cereals really enjoyed snack flavor reminiscent oatm...,Positive,64.0%,15.7%,20.3%
7291,read reviews wonder mine gone bad almost fermented alcohollike smellbr br husban...,Neutral,0.0%,72.8%,27.2%
7292,really tasty stuff sure wish organic stated product description lets confuse nat...,Negative,3.8%,43.9%,52.2%
7293,read product claims everything written true far taste goesi add hot tea add ice ...,Positive,51.8%,35.1%,13.2%
7294,normal flavors used getting red ones hot spicy like cinnamon candies like like g...,Negative,31.5%,14.7%,53.8%
7295,good candy children need natural diets eaten plain match mms worked well monster...,Positive,74.3%,12.8%,12.9%
7296,discovered salsa trip costa rica many restaurants costa rica use lizano salsa di...,Neutral,23.0%,45.9%,31.0%
7297,whole family daddy mommy month old love theyre delicious healthy could ask...,Neutral,18.3%,60.5%,21.2%
7298,tea amazing tastes good switched coffee teavanas tea feel lost cup morning coupl...,Negative,42.0%,5.8%,52.2%
7299,cookie better expected larger regular cookies thinner like cracker chewy crunchy...,Neutral,4.0%,61.2%,34.8%
7300,butterfingers dangerously delicious arrived fresh sweet crispy hard eat one funs...,Negative,21.9%,9.7%,68.4%
7301,ive dying buy bottles hot sauce came sister opened try wasnt home yet came home ...,Positive,61.6%,30.5%,7.9%
7302,love tea drink time taste nice even sweeten use lemon almost sweet taste take al...,Negative,23.8%,24.5%,51.7%
7303,require additional daily calories nutrients looking quick delicious meal replace...,Neutral,6.5%,51.6%,41.9%
7304,recently purchased keurig disappointed availability different types coffee local...,Negative,5.0%,13.3%,81.7%
7305,impressed tazos china green tips tea strong understatement great tea throughly e...,Negative,22.4%,31.1%,46.6%
7306,hardly dark chocolate rich flavor hoped resorted adding milk flavored coffee cre...,Negative,10.0%,8.4%,81.6%
7307,totally addicted popchips plain flavor tasts ok favorite eat tates better plain ...,Neutral,20.4%,63.2%,16.5%
7308,dressing best ever find use traditional salads cut mixed veggies like cucumbers ...,Positive,79.2%,1.7%,19.1%
7309,recently year old papillon suffering dry skin hot spots reading might brought fo...,Positive,40.4%,35.1%,24.5%
7310,crispy apple chips unlike dehydrated apples chewy chips super thin crispy get cr...,Neutral,22.7%,55.6%,21.8%
7311,best coffee ever need add creamer smoothasinbcors lavazza italian qualita rossa ...,Positive,71.4%,5.2%,23.3%
7312,bold decaf love forget decaf thats good taste...,Neutral,19.1%,67.3%,13.5%
7313,love honey especially pancake one time put popcorn make decilious worked try mak...,Neutral,3.2%,56.6%,40.2%
7314,first open tin smell nice fruity aroma taste realize flavor kind dull lacking id...,Neutral,31.2%,53.2%,15.5%
7315,seems like silly product hard water prolong life dishwasher make dishes come spa...,Negative,15.6%,12.8%,71.7%
7316,great oatmeal oatmealsteel cut speak referring oatmeal reducing peoples choleste...,Positive,89.7%,2.7%,7.6%
7317,healthier alternative sweeteners tried stevia extract fulfilled billing received...,Neutral,0.3%,73.3%,26.3%
7318,choco peanut butter earnest eats bars delicious able find variety local store am...,Negative,42.8%,12.7%,44.5%
7319,yep order one bag knew addicted wish werent expensive need say anything else...,Negative,31.7%,7.0%,61.2%
7320,couple uses product given housebr br husband swears much actually subscribe save...,Neutral,31.8%,52.7%,15.5%
7321,read mixed reviews thought would worth try general advice seemed say follow dire...,Positive,70.2%,16.7%,13.1%
7322,good order cases great sale price nibbling one package right delicious keeping e...,Positive,50.9%,14.1%,34.9%
7323,first box rather plain upon first looking itthat first impression taste special ...,Positive,78.4%,0.9%,20.6%
7324,im going reorder get one jar delicious always want hand...,Neutral,8.6%,62.2%,29.2%
7325,kitty fussy treats loves buying grocery store around per pouch go pouch week hap...,Neutral,34.1%,58.2%,7.7%
7326,one best flavor kcups available fast accurate delivery great price product would...,Negative,9.2%,19.2%,71.6%
7327,absolutely love husband one every morning calories isnt bad please keep subscrib...,Neutral,13.4%,80.9%,5.7%
7328,love using stuff years ever never ever better seasoning porkbr br really good gr...,Negative,18.6%,28.1%,53.3%
7329,great healthy snack keep around crunchy sweet also keep ziplock bag retain crunc...,Positive,78.5%,4.4%,17.1%
7330,rich flavor healthy cant beat tasty complete meal...,Negative,5.8%,24.1%,70.1%
7331,dog loves food said patties received sawdust patties would purchase though price...,Neutral,7.2%,89.1%,3.7%
7332,lavazza best coffee espresso although blend good rossa version better coffee cos...,Positive,82.2%,11.2%,6.6%
7333,able find soup years happy see amazon carries course would soup wonderful textur...,Positive,59.0%,39.1%,1.9%
7334,cashew fan wil love cans purchased mainly cashews big fan however care cashews f...,Negative,14.5%,37.3%,48.2%
7335,tasty cereal lightly sweetened gluten free great price subscribe save also arriv...,Negative,31.8%,1.5%,66.7%
7336,grew germany miss german chocolate even years available year long lived germany ...,Negative,13.0%,35.6%,51.4%
7337,cuppa higgins burke english breakfast tea delicious start morning great pickmeup...,Positive,40.5%,28.8%,30.8%
7338,claims helps clean teeth promoting fresh breath flavors natural delicious withou...,Neutral,18.0%,53.0%,29.1%
7339,nylabone chewtoy stick great pit loves chew things gets tired regular shaped bon...,Positive,74.7%,10.9%,14.4%
7340,ive tried many coffee fool coffees flavors blueberry cinnamon swirl one favorite...,Positive,65.0%,7.2%,27.8%
7341,good nice chocolate flavor overbake brownies little hard chewy best taken oven t...,Negative,6.1%,25.3%,68.7%
7342,love enjoy life grateful buy something foodallergysafe dont make scratch like ev...,Positive,49.5%,35.2%,15.2%
7343,ive drinking stash brand decaf earl grey tea years stores area carry brand decid...,Negative,24.8%,23.3%,51.9%
7344,ordered whiskas dentabites month old kitten adopted cat good health breath littl...,Neutral,4.1%,81.0%,15.0%
7345,ive eating golean crunch cereal year exclamation mark crunch fitting huge round ...,Positive,44.8%,18.4%,36.7%
7346,admit probably one best sugar free hot chocolates ive ever tried said adequate r...,Negative,14.6%,40.1%,45.3%
7347,ive fed little pug dog food brand life young adult feed cups food daily hes ener...,Neutral,13.0%,66.0%,21.0%
7348,perfect arrived time exactly expected cat food else want say...,Neutral,28.4%,41.3%,30.3%
7349,product works well taste great nice touch end day please use directed please...,Negative,35.2%,23.1%,41.8%
7350,great use cakes pie crust taste great...,Negative,32.0%,26.7%,41.3%
7351,glad ask review product cafe dumonde excellent company ships leaves lot desired ...,Positive,78.3%,1.0%,20.7%
7352,chocolate lab admittedly likes alot treats loves good gave box friend queensland...,Positive,43.4%,38.8%,17.8%
7353,known celiac years tried several products know baking home safest sometimes want...,Positive,68.2%,2.1%,29.7%
7354,edit unable change star rating first happy canned cat food trouble began caused ...,Negative,7.6%,18.6%,73.8%
7355,enjoy vancookies chocolate ones seem much much harder drier sure tried different...,Negative,14.4%,10.3%,75.3%
7356,good chocolately sweet good texture want something chocolate...,Neutral,0.6%,84.8%,14.7%
7357,love nonnis biscotti products especially limone always refreshing sweetnot tart ...,Positive,42.3%,39.3%,18.4%
7358,dog loves product good also use treats treat ball bc food small great small dog...,Neutral,38.9%,45.1%,16.0%
7359,husband love love love kind bars tasty good winwin...,Positive,54.8%,6.6%,38.6%
7360,heard chocolate pb friend raved decided give go wasnt exactly crazy first wasnt ...,Positive,40.0%,25.4%,34.7%
7361,tried coffee half dozen quests weekend loved like coffee mild brewed oz cups us ...,Neutral,30.2%,55.3%,14.5%
7362,stash green chai tea delicious aromatic wonderful served plain honey even better...,Negative,14.9%,15.2%,69.9%
7363,dogs love treats super cute design nice small size smell absolutely amazing hard...,Neutral,19.9%,50.4%,29.7%
7364,kit kat bars great tasting also good deal kit kat one daughters favorite candy b...,Positive,71.0%,16.6%,12.4%
7365,rockstar zero great need extra boost without jitters sugar purchasing case rocks...,Negative,17.9%,9.1%,73.0%
7366,click espresso protein powder wonderful gives body texture flavor morning protei...,Neutral,33.7%,49.9%,16.4%
7367,bit sweet tooth ive tried ignore times past reality wantneeda cookie timetotime ...,Negative,15.5%,23.5%,61.0%
7368,first class food pups fair price convienient comes definitely way purchase pet f...,Negative,31.2%,1.7%,67.2%
7369,love coffee said order directly green mountain using cafe express program pay le...,Neutral,19.9%,45.2%,34.9%
7370,happy able find amazon store within miles home carries anymore...,Neutral,27.4%,71.3%,1.3%
7371,son intolerant gluten dairy cookies real find finding substitutes namebrand prod...,Negative,3.6%,38.5%,57.9%
7372,looking healthy great tasting snack protein bar low sugar eat small meals per da...,Neutral,10.6%,79.6%,9.8%
7373,well bought itemi thought would direct japan import taiwanesebr bought costco re...,Neutral,47.1%,49.0%,3.8%
7374,love little venus flytrapbr healthy hungry producing new shootsbr arrived quickl...,Negative,6.2%,40.8%,53.0%
7375,ordered son age doesnt like thought would similar kinnikinnick cookies get local...,Neutral,21.6%,58.3%,20.1%
7376,new frustration free packaging kcups terrific thank amazoncom gloria jeans hazel...,Positive,44.4%,37.6%,18.0%
7377,couldnt satisfied product highly nutritious basically provides needed amino acid...,Neutral,25.6%,59.6%,14.9%
7378,sweetest freshest delicious dates ive ever eaten theyre nothing like dates ive p...,Neutral,5.2%,66.7%,28.1%
7379,bought due wonderful reviews rating based dogs seem love little pattiestreats up...,Positive,90.6%,8.7%,0.7%
7380,year old feline archie diagnosed diabetes weeks ago diet previous years consiste...,Positive,49.4%,23.3%,27.4%
7381,dairy freegluten free chocolate chips great already tried prior ordering amazon ...,Neutral,40.2%,50.0%,9.8%
7382,wonderful offer kcups bulk great price sure ill purchasing amazon different flav...,Positive,84.7%,4.5%,10.7%
7383,far best tuna ever tasted la restaurant never buy supermarket tuna...,Negative,34.4%,9.2%,56.4%
7384,hi everyone thai yet tried productbr saw ad want stop share guys experiencebr am...,Positive,56.8%,34.7%,8.5%
7385,got teryaki flavored mega packs yuck jerky hard crunchy old said expires still t...,Positive,60.0%,17.2%,22.8%
7386,absolutely love cookies im relative friend manufacturer ive eaten chocolate chip...,Positive,44.2%,38.2%,17.6%
7387,easy mix water tastes great unique make little pb truffles reducing water used c...,Negative,24.6%,15.3%,60.1%
7388,month old loves product issue daughter struggled constipation even breast milk b...,Negative,32.9%,18.2%,48.8%
7389,love mango whole nuts coconut bars perfect midday snack year old granddaughter a...,Neutral,14.0%,58.7%,27.3%
7390,really looking forward nice mozzarella cheese taste instead got bland tasting cr...,Negative,30.3%,1.9%,67.8%
7391,love muir glen fire roasted crushed tomatoes even taste test americas test kitch...,Neutral,44.5%,47.3%,8.2%
7392,good value save even scheduled monthly delivery really helps cat family...,Neutral,20.1%,47.4%,32.5%
7393,really love splenda additional additive fiber better right well tried taste diff...,Positive,49.0%,12.6%,38.4%
7394,corn nuts delicious enjoyable addictive however twice broken teeth including tod...,Positive,58.0%,34.0%,8.1%
7395,agree catriona bars tasting like peanut bar nothing like advertised description ...,Neutral,34.1%,50.3%,15.6%
7396,used salt plus years think tasts pretty good high blood pressure really need cut...,Negative,10.3%,15.6%,74.1%
7397,usually find local health food store great tasty product think people would enjo...,Positive,59.7%,6.0%,34.3%
7398,great rice tender cooked sticky price lbs way expensive bought lb bag local asia...,Negative,2.6%,17.4%,80.0%
7399,dogs loves soft stinky treats great training small enough give lot concerned giv...,Negative,41.0%,16.7%,42.3%
7400,tastes good almost chocolatey would definitely get got sale keep looking sale ru...,Negative,16.8%,0.6%,82.6%
7401,discovered product shopping supermarket spanish neighborhood since im always loo...,Negative,19.4%,11.9%,68.7%
7402,title says definitely better diner coffee much definitely spend bucks next time ...,Neutral,6.8%,53.1%,40.1%
7403,thought could save money buying bulk unfortunately made disappointing mistake co...,Neutral,43.1%,49.8%,7.1%
7404,used purchase blacken seasoning high endbr grocer pretty expensive sadly stopped...,Negative,37.3%,24.4%,38.4%
7405,marvelous cookies remind ones mother used make could never duplicate even recipe...,Negative,17.7%,21.2%,61.1%
7406,sugary mixes well cold water doesnt come solution difference running working cro...,Neutral,21.1%,51.9%,26.9%
7407,love bars especially cream pnb crunch pnb cant eat sugar contain none works well...,Negative,30.2%,6.1%,63.7%
7408,dog treat arrived almost powdered rather nuggets given dogs feed rather training...,Positive,68.6%,19.4%,12.0%
7409,tea smells tastes like christmas always familys favorite tea childrens big kids ...,Neutral,20.0%,73.0%,7.0%
7410,surprised fast arrived order works really well greasing pans frying still half j...,Positive,51.1%,23.9%,25.0%
7411,snacks great kids three year old picky loves easily portable since bag resealabl...,Negative,36.0%,6.9%,57.1%
7412,chips ahoy first came scene young thought good cookie always soft good balance c...,Positive,76.0%,1.0%,23.0%
7413,pleasure exploring experimenting green tea last five years time believe sampled ...,Positive,50.2%,48.9%,0.8%
7414,rcvd complimentary influenstercom amazing moist tender w small slight crunch oat...,Positive,84.2%,8.5%,7.3%
7415,two rescue cats year old torbie year old tuxedo girls inside kitties get moderat...,Positive,83.6%,11.0%,5.4%
7416,really tasty cracker dry like gf crackers great price amazon using bread crumbs...,Negative,36.9%,11.4%,51.7%
7417,picked two packs market based sunmaid mixed fruit peachesbr two packs one peach ...,Positive,76.7%,7.6%,15.7%
7418,used able buy locally thrilled find amazon love taste fresh fruit caprese salad...,Neutral,9.8%,88.5%,1.7%
7419,love weruva paw lickin chicken wet cat food maine coon eat loves much im happy a...,Neutral,1.8%,83.9%,14.3%
7420,got hookednot actually red rooibos tea years back fills need nicely...,Positive,50.2%,42.2%,7.7%
7421,family loves pop tarts glad find grocery stores longer carry said least three po...,Positive,43.6%,43.6%,12.8%
7422,blue raspberry best shaved ice syrup flavor according family tasty looking forwa...,Negative,15.5%,23.0%,61.5%
7423,best brings back memories used time massachusetts able find anything close years...,Positive,59.8%,14.8%,25.4%
7424,far best jerky love beef jerky best combo spice beef flavor also super fresh bag...,Negative,4.1%,14.0%,81.9%
7425,small mixed breed enjoys flavor gets excited treated smell nice mint many dogs s...,Positive,61.7%,6.5%,31.8%
7426,bit background mindblowing amazing worldchanging earl grey green teaman etsy goo...,Neutral,28.7%,62.3%,9.0%
7427,buy wifes current favorite candy get locally cost twice much even shipping costs...,Positive,46.5%,8.7%,44.8%
7428,rise got right almost first ingredients whey protein almonds honey fantastic tas...,Negative,22.1%,18.8%,59.2%
7429,href appreciation gift baskets happy birthday gourmet food gift towerai satisfie...,Positive,47.6%,31.1%,21.2%
7430,judys sugar free products think ive tried well made many companies make sugar fr...,Negative,1.9%,17.2%,80.9%
7431,coffee tastes really good pods convenient use brewing fast cleanup snap highly r...,Neutral,10.2%,87.7%,2.1%
7432,pups love food wellness products consistently proven top line food dogs cats chi...,Positive,56.2%,42.2%,1.6%
7433,great quality flavoured peach black tea love used strictly buy bentleysbr stoppe...,Neutral,1.1%,71.9%,27.0%
7434,tried tried many chocolateraspberry blends oh favorite perfect blend two flavors...,Positive,48.6%,12.0%,39.3%
7435,thick rolled oats good job replacing steel cut takesbr long cook gave two pounde...,Negative,38.4%,16.4%,45.2%
7436,went local sushi joint serve kind tea fell love bought amazon whenever want roas...,Positive,62.8%,21.7%,15.5%
7437,jules destrooper butter crisps go great thick dalmatianstyle fig spread salty ch...,Negative,22.3%,0.8%,76.9%
7438,leaving alaska home couldnt find place texas made sold type vanilla chai great d...,Positive,60.3%,26.9%,12.8%
7439,installed product per instructions produced maybe shocks past months time hold o...,Positive,35.2%,33.5%,31.4%
7440,excited brew first cup apple cider disappointed found sugar free husband hate af...,Negative,12.2%,20.5%,67.2%
7441,tomatoes perfect everything use pasta salads soup base pasta sauces list goes pu...,Positive,83.2%,4.2%,12.6%
